	AS1	AS2	AS3	AS4	BS1	BS2	BS3	BS4	BS5	DM1	DM2	FD1	FD2	FD3	FD4	FD5	FD6	FD7	FD8	FG1	FG2	FG3	FG4	FG5	FG6	RE1	RE2	RE3	RE4	RE5	RE6	RE7	RE8	RF1	RF2	RF3	RF4	LO1	LO2	LO3	LO4	LO5	LO6	LO7	RM1	RM2	RM3	RM4	RM5	MD1	MD2	MD3	MD4	MD5	MD6	MD7	MD8	CP1	CP2	CP3	BF1	BF2	BF3	BF4
319	2	3	3	0	0	2	3	0	0	1	3	3	2	0	3	0	0	0	0	2	0	0	3	0	0	0	3	1	0	0	0	0	0	1	0	3	0	0	1	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	0
320	2	3	3	0	0	3	1	0	0	1	3	3	2	0	3	0	0	0	0	2	0	0	3	0	0	0	0	0	1	3	1	1	0	0	0	3	0	0	2	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	0
321	3	3	3	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	3	0	0	3	1	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	3	1	0	0	3	0
322	2	3	3	0	0	0	3	0	0	1	3	3	2	0	3	0	0	0	0	2	0	0	3	0	0	0	0	0	1	3	1	1	0	0	0	3	0	0	2	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	0
323	3	3	3	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	3	0	0	3	1	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	3	1	0	0	3	0
324	2	3	3	0	0	0	3	0	0	1	3	3	2	0	3	0	0	0	0	2	0	0	3	0	0	0	0	0	1	3	1	1	0	0	0	3	0	0	2	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	0
325	1	3	3	0	0	2	2	1	0	2	3	3	2	0	3	0	0	0	1	2	0	0	3	0	1	0	2	2	1	2	1	1	0	3	0	3	0	0	3	2	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	1	1	0	0	3	0
326	3	3	3	0	0	0	0	3	0	0	3	0	0	0	0	0	3	3	2	0	0	0	0	0	3	0	1	2	1	1	1	0	0	0	3	0	0	0	0	0	3	2	0	0	0	3	0	3	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0
327	3	3	3	0	0	0	0	3	0	0	3	0	0	0	0	0	3	3	2	0	0	0	0	0	3	0	1	2	1	1	1	0	0	0	3	0	0	0	0	0	3	2	0	0	0	3	0	3	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0
328	3	3	3	0	0	0	0	3	0	0	3	0	0	0	0	0	3	3	2	0	0	0	0	0	3	0	1	2	1	1	1	0	0	0	3	0	0	0	0	0	3	2	0	0	0	3	0	3	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0
329	1	2	0	2	0	3	0	0	0	3	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	3	0	0	2	3	3	0	0	0	3	0	0	0	0	0	0	3	0	0	3	0	0	NA	NA	NA	NA	NA	NA	NA
330	3	3	2	2	0	1	1	3	0	0	3	0	0	2	3	2	1	3	1	0	1	0	0	1	3	0	0	0	3	1	0	1	0	0	0	0	3	1	0	3	3	2	0	0	1	1	1	3	0	0	0	0	0	0	3	0	0	0	3	2	0	3	0	0
331	3	3	3	0	0	0	0	3	0	0	3	0	0	0	0	0	3	3	2	0	0	0	0	0	3	0	1	2	1	1	1	0	0	0	3	0	0	0	0	0	3	2	0	0	0	3	0	3	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0
332	3	3	3	0	0	0	0	3	0	0	3	0	0	0	0	0	3	3	2	0	0	0	0	0	3	0	1	2	1	1	1	0	0	0	3	0	0	0	0	0	3	2	0	0	0	3	0	3	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0
333	3	3	3	0	0	0	0	3	0	0	3	0	0	0	0	0	3	3	2	0	0	0	0	0	3	0	1	2	1	1	1	0	0	0	3	0	0	0	0	0	3	2	0	0	0	3	0	3	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0
334	0	3	3	0	0	0	3	0	0	0	3	0	0	0	0	0	3	3	2	0	0	0	0	3	2	2	0	0	3	0	0	3	0	0	0	0	3	0	0	0	1	3	0	0	0	3	0	3	0	3	0	0	0	0	0	0	0	3	0	0	0	0	3	0
335	0	3	3	0	0	0	3	0	0	0	3	0	0	0	0	0	3	3	2	0	0	0	0	3	2	2	0	0	3	0	0	3	0	0	0	0	3	0	0	0	1	3	0	0	0	3	0	3	0	3	0	0	0	0	0	0	0	3	0	0	0	0	3	0
336	0	3	3	0	0	0	3	0	0	0	3	0	0	0	0	0	3	3	2	0	0	0	0	3	2	2	0	0	3	0	0	3	0	0	0	0	3	0	0	0	1	3	0	0	0	3	0	3	0	3	0	0	0	0	0	0	0	3	0	0	0	0	3	0
337	0	3	3	0	0	0	3	0	0	0	3	0	0	0	0	0	3	3	2	0	0	0	0	3	2	2	0	0	3	0	0	3	0	0	0	0	3	0	0	0	1	3	0	0	0	3	0	3	0	3	0	0	0	0	0	0	0	3	0	0	0	0	3	0
338	0	3	3	0	0	0	3	0	0	0	3	0	0	0	0	0	3	3	2	0	0	0	0	3	2	2	0	0	3	0	0	3	0	0	0	0	3	0	0	0	1	3	0	0	0	3	0	3	0	3	0	0	0	0	0	0	0	3	0	0	0	0	3	0
339	0	3	3	0	0	0	3	0	0	0	3	0	0	0	0	0	3	3	2	0	0	0	0	3	2	2	0	0	3	0	0	3	0	0	0	0	3	0	0	0	1	3	0	0	0	3	0	3	0	3	0	0	0	0	0	0	0	3	0	0	0	0	3	0
340	3	3	2	2	0	1	1	3	0	0	3	0	0	2	3	2	1	3	1	0	1	0	0	1	3	0	0	0	3	1	0	1	0	0	0	0	3	1	0	3	3	2	0	0	1	1	1	3	0	0	0	0	0	0	3	0	0	0	3	2	0	3	0	0
341	0	3	3	0	0	0	3	0	0	0	3	0	0	0	0	0	3	3	2	0	0	0	0	3	2	2	0	0	3	0	0	3	0	0	0	0	3	0	0	0	1	3	0	0	0	3	0	3	0	3	0	0	0	0	0	0	0	3	0	0	0	0	3	0
342	0	3	3	0	0	0	3	0	0	0	3	0	0	0	0	0	3	3	2	0	0	0	0	3	2	2	0	0	3	0	0	3	0	0	0	0	3	0	0	0	1	3	0	0	0	3	0	3	0	3	0	0	0	0	0	0	0	3	0	0	0	0	3	0
343	0	3	3	0	0	0	3	0	0	0	3	0	0	0	0	0	3	3	2	0	0	0	0	3	2	2	0	0	3	0	0	3	0	0	0	0	3	0	0	0	1	3	0	0	0	3	0	3	0	3	0	0	0	0	0	0	0	3	0	0	0	0	3	0
344	2	2	2	0	0	3	0	0	0	0	3	2	3	3	3	3	1	1	0	1	3	0	3	2	0	2	3	0	0	0	0	0	0	0	0	3	0	0	0	0	1	3	0	0	0	0	0	3	0	0	2	2	1	0	0	0	0	3	0	0	0	0	3	0
345	2	2	2	0	0	3	0	0	0	0	3	2	3	3	3	3	1	1	0	1	3	0	3	2	0	2	3	0	0	0	0	0	0	0	0	3	0	0	0	0	1	3	0	0	0	0	0	3	0	0	2	2	1	0	0	0	0	3	0	0	0	0	3	0
346	2	2	2	0	0	3	0	0	0	0	3	2	3	3	3	3	1	1	0	1	3	0	3	2	0	2	3	0	0	0	0	0	0	0	0	3	0	0	0	0	1	3	0	0	0	0	0	3	0	0	2	2	1	0	0	0	0	3	0	0	0	0	3	0
347	2	2	2	0	0	3	0	0	0	0	3	2	3	3	3	3	1	1	0	1	3	0	3	2	0	2	3	0	0	0	0	0	0	0	0	3	0	0	0	0	1	3	0	0	0	0	0	3	0	0	2	2	1	0	0	0	0	3	0	0	0	0	3	0
348	2	2	2	0	0	3	0	0	0	0	3	2	3	3	3	3	1	1	0	1	3	0	3	2	0	2	3	0	0	0	0	0	0	0	0	3	0	0	0	0	1	3	0	0	0	0	0	3	0	0	2	2	1	0	0	0	0	3	0	0	0	0	3	0
349	2	2	2	0	0	3	0	0	0	0	3	2	3	3	3	3	1	1	0	1	3	0	3	2	0	2	3	0	0	0	0	0	0	0	0	3	0	0	0	0	1	3	0	0	0	0	0	3	0	0	2	2	1	0	0	0	0	3	0	0	0	0	3	0
350	2	2	2	0	0	3	0	0	0	0	3	2	3	3	3	3	1	1	0	1	3	0	3	2	0	2	3	0	0	0	0	0	0	0	0	3	0	0	0	0	1	3	0	0	0	0	0	3	0	0	2	2	1	0	0	0	0	3	0	0	0	0	3	0
351	3	3	2	2	0	1	1	3	0	0	3	0	0	2	3	2	1	3	1	0	1	0	0	1	3	0	0	0	3	1	0	1	0	0	0	0	3	1	0	3	3	2	0	0	1	1	1	3	0	0	0	0	0	0	3	0	0	0	3	2	0	3	0	0
352	2	2	2	0	0	3	0	0	0	0	3	2	3	3	3	3	1	1	0	1	3	0	3	2	0	2	3	0	0	0	0	0	0	0	0	3	0	0	0	0	1	3	0	0	0	0	0	3	0	0	2	2	1	0	0	0	0	3	0	0	0	0	3	0
353	2	2	2	0	0	3	0	0	0	0	3	2	3	3	3	3	1	1	0	1	3	0	3	2	0	2	3	0	0	0	0	0	0	0	0	3	0	0	0	0	1	3	0	0	0	0	0	3	0	0	2	2	1	0	0	0	0	3	0	0	0	0	3	0
354	2	2	2	0	0	3	0	0	0	0	3	2	3	3	3	3	1	1	0	1	3	0	3	2	0	2	3	0	0	0	0	0	0	0	0	3	0	0	0	0	1	3	0	0	0	0	0	3	0	0	2	2	1	0	0	0	0	3	0	0	0	0	3	0
355	2	2	2	0	0	3	0	0	0	0	3	2	3	3	3	3	1	1	0	1	3	0	3	2	0	2	3	0	0	0	0	0	0	0	0	3	0	0	0	0	1	3	0	0	0	0	0	3	0	0	2	2	1	0	0	0	0	3	0	0	0	0	3	0
356	2	2	2	0	0	3	0	0	0	0	3	2	3	3	3	3	1	1	0	1	3	0	3	2	0	2	3	0	0	0	0	0	0	0	0	3	0	0	0	0	1	3	0	0	0	0	0	3	0	0	2	2	1	0	0	0	0	3	0	0	0	0	3	0
357	2	3	3	0	1	1	1	1	1	1	3	2	2	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	0	1	1	1	1	1	1	1	1	0	2	0	1	1	1	1	1	0	0	1	2	1	1	0	0	3	1
358	1	3	1	0	0	3	0	0	0	1	3	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	1	0	0	0	0	3	0	0	0	3	2	0	0	1	0	0	3	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	3
359	2	2	2	0	0	3	0	0	0	0	3	2	3	3	3	3	1	1	0	1	3	0	3	2	0	2	3	0	0	0	0	0	0	0	0	3	0	0	0	0	1	3	0	0	0	0	0	3	0	0	2	2	1	0	0	0	0	3	0	0	0	0	3	0
360	2	2	2	0	0	3	0	0	0	0	3	2	3	3	3	3	1	1	0	1	3	0	3	2	0	2	3	0	0	0	0	0	0	0	0	3	0	0	0	0	1	3	0	0	0	0	0	3	0	0	2	2	1	0	0	0	0	3	0	0	0	0	3	0
361	2	2	2	0	0	3	0	0	0	0	3	2	3	3	3	3	1	1	0	1	3	0	3	2	0	2	3	0	0	0	0	0	0	0	0	3	0	0	0	0	1	3	0	0	0	0	0	3	0	0	2	2	1	0	0	0	0	3	0	0	0	0	3	0
362	3	3	2	2	0	3	1	0	0	0	3	0	0	2	0	2	2	0	0	0	0	0	0	3	0	0	0	0	3	1	0	1	0	0	0	0	3	1	0	3	3	2	0	0	1	1	1	3	0	0	0	0	0	0	3	0	0	0	3	2	0	3	0	0
363	3	3	1	0	0	0	0	3	1	0	3	0	0	3	0	1	0	0	0	0	3	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	3	0	0	0	1	3	0	0	1	3	0	3	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0
364	3	3	1	0	0	0	0	3	1	0	3	0	0	3	0	1	0	0	0	0	3	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	3	0	0	0	1	3	0	0	1	3	0	3	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0
365	3	3	1	0	0	0	0	3	1	0	3	0	0	3	0	1	0	0	0	0	3	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	3	0	0	0	1	3	0	0	1	3	0	3	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0
366	3	3	1	0	0	0	0	3	1	0	3	0	0	3	0	1	0	0	0	0	3	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	3	0	0	0	1	3	0	0	1	3	0	3	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0
370	1	3	2	0	1	1	1	1	1	1	3	1	2	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	0	1	1	1	2	0	1	0	2	1	0	0	1	1	0	3	0	3	1	1	1	1	0	0	0	2	2	1	0	0	2	1
371	1	3	2	0	1	1	1	1	1	1	3	1	2	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	0	1	1	1	2	0	1	0	2	1	0	0	1	1	0	3	0	3	1	1	1	1	0	0	0	2	2	1	0	0	2	1
372	3	3	2	2	0	3	1	0	0	0	3	0	0	0	3	0	0	3	1	0	1	0	0	1	3	0	0	0	3	1	0	1	0	0	0	0	3	1	0	3	3	2	0	0	1	1	1	3	0	0	0	0	0	0	3	0	0	0	3	2	0	3	0	0
373	1	3	2	0	1	1	1	1	1	1	3	1	2	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	0	1	1	1	2	0	1	0	2	1	0	0	1	1	0	3	0	3	1	1	1	1	0	0	0	2	2	1	0	0	2	1
374	2	2	0	0	0	0	3	0	0	1	3	0	0	0	0	0	1	0	3	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	3	0	0	0	0	3	0
375	3	3	0	0	3	0	0	0	0	0	3	1	3	3	0	0	3	0	2	3	0	0	0	0	0	2	0	0	3	0	3	0	0	0	0	0	3	0	0	0	1	3	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	3
376	3	3	0	0	3	0	0	0	0	0	3	1	3	3	0	0	3	0	2	3	0	0	0	0	0	2	0	0	3	0	3	0	0	0	0	0	3	0	0	0	1	3	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	3
377	3	3	0	0	3	0	0	0	0	0	3	1	3	3	0	0	3	0	2	3	0	0	0	0	0	2	0	0	3	0	3	0	0	0	0	0	3	0	0	0	1	3	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	3
378	3	3	0	0	3	0	0	0	0	0	3	1	3	3	0	0	3	0	2	3	0	0	0	0	0	2	0	0	3	0	3	0	0	0	0	0	3	0	0	0	1	3	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	3
379	3	3	0	0	3	0	0	0	0	0	3	1	3	3	0	0	3	0	2	3	0	0	0	0	0	2	0	0	3	0	3	0	0	0	0	0	3	0	0	0	1	3	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	3
380	3	3	3	0	0	0	2	2	0	1	3	1	3	2	2	1	1	0	0	3	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	0	1	0	2	3	0	0	0	0	0	3	0	0	0	3	0	2	0	0	0	3	0	0	0	0	3	0
381	3	3	3	0	0	0	3	0	0	1	3	1	3	2	2	1	1	0	0	3	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	0	1	0	2	3	0	0	0	0	0	3	0	0	0	3	0	2	0	0	0	3	0	0	0	0	3	0
382	3	3	3	0	0	0	2	2	0	1	3	1	3	2	2	1	1	0	0	3	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	0	1	0	2	3	0	0	0	0	0	3	0	0	0	3	0	2	0	0	0	3	0	0	0	0	3	0
383	3	3	2	2	0	1	1	3	0	0	3	0	0	2	3	2	1	3	1	0	1	0	0	1	3	0	0	0	3	1	0	1	0	0	0	0	3	1	0	3	3	2	0	0	1	1	1	3	0	0	0	0	0	0	3	0	0	0	3	2	0	3	0	0
384	3	3	3	0	0	0	0	3	0	1	3	1	3	2	2	1	1	0	0	3	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	0	1	0	2	3	0	0	0	0	0	3	0	0	0	3	0	2	0	0	0	3	0	0	0	0	3	0
385	3	3	3	0	0	0	2	2	0	1	3	1	3	2	2	1	1	0	0	3	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	0	1	0	2	3	0	0	0	0	0	3	0	0	0	3	0	2	0	0	0	3	0	0	0	0	3	0
386	3	3	3	0	0	0	2	2	0	1	3	1	3	2	2	1	1	0	0	3	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	0	1	0	2	3	0	0	0	0	0	3	0	0	0	3	0	2	0	0	0	3	0	0	0	0	3	0
387	3	3	3	0	0	0	2	2	0	1	3	1	3	2	2	1	1	0	0	3	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	0	1	0	2	3	0	0	0	0	0	3	0	0	0	3	0	2	0	0	0	3	0	0	0	0	3	0
388	3	3	3	0	0	0	2	2	0	1	3	1	3	2	2	1	1	0	0	3	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	0	1	0	2	3	0	0	0	0	0	3	0	0	0	3	0	2	0	0	0	3	0	0	0	0	3	0
389	3	3	3	0	0	0	2	2	0	1	3	1	3	2	2	1	1	0	0	3	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	0	1	0	2	3	0	0	0	0	0	3	0	0	0	3	0	2	0	0	0	3	0	0	0	0	3	0
390	3	3	3	0	0	0	2	2	0	1	3	1	3	2	2	1	1	0	0	3	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	0	1	0	2	3	0	0	0	0	0	3	0	0	0	3	0	2	0	0	0	3	0	0	0	0	3	0
391	3	3	3	0	0	0	2	2	0	1	3	1	3	2	2	1	1	0	0	3	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	0	1	0	2	3	0	0	0	0	0	3	0	0	0	3	0	2	0	0	0	3	0	0	0	0	3	0
392	3	3	3	0	0	0	2	2	0	1	3	1	3	2	2	1	1	0	0	3	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	0	1	0	2	3	0	0	0	0	0	3	0	0	0	3	0	2	0	0	0	3	0	0	0	0	3	0
393	3	3	3	0	0	0	2	2	0	1	3	1	3	2	2	1	1	0	0	3	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	0	1	0	2	3	0	0	0	0	0	3	0	0	0	3	0	2	0	0	0	3	0	0	0	0	3	0
394	3	3	0	2	0	0	3	0	0	0	3	0	0	0	3	0	0	3	1	0	1	0	0	0	3	0	0	0	3	1	0	1	0	0	0	0	3	1	0	3	3	0	0	0	1	1	1	3	0	0	0	0	0	0	3	0	0	0	3	2	0	3	0	0
395	3	3	3	0	0	0	2	2	0	1	3	1	3	2	2	1	1	0	0	3	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	0	1	0	2	3	0	0	0	0	0	3	0	0	0	3	0	2	0	0	0	3	0	0	0	0	3	0
396	3	3	3	0	0	0	2	2	0	1	3	1	3	2	2	1	1	0	0	3	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	0	1	0	2	3	0	0	0	0	0	3	0	0	0	3	0	2	0	0	0	3	0	0	0	0	3	0
397	3	3	3	0	0	0	2	2	0	1	3	1	3	2	2	1	1	0	0	3	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	0	1	0	2	3	0	0	0	0	0	3	0	0	0	3	0	2	0	0	0	3	0	0	0	0	3	0
398	3	3	3	0	0	0	3	0	0	1	3	1	3	2	2	1	1	0	0	3	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	0	1	0	2	3	0	0	0	0	0	3	0	0	0	3	0	2	0	0	0	3	0	0	0	0	3	0
399	3	3	3	0	0	0	3	0	0	1	3	1	3	2	2	1	1	0	0	3	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	0	1	0	2	3	0	0	0	0	0	3	0	0	0	3	0	2	0	0	0	3	0	0	0	0	3	0
400	3	3	3	0	0	0	0	3	0	1	3	1	3	2	2	1	1	0	0	3	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	0	1	0	2	3	0	0	0	0	0	3	0	0	0	3	0	2	0	0	0	3	0	0	0	0	3	0
401	3	3	3	0	0	0	0	3	0	1	3	1	3	2	2	1	1	0	0	3	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	0	1	0	2	3	0	0	0	0	0	3	0	0	0	3	0	2	0	0	0	3	0	0	0	0	3	0
402	3	3	3	0	0	0	0	3	0	1	3	1	3	2	2	1	1	0	0	3	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	0	1	0	2	3	0	0	0	0	0	3	0	0	0	3	0	2	0	0	0	3	0	0	0	0	3	0
403	3	3	3	0	0	0	0	3	0	1	3	1	3	2	2	1	1	0	0	3	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	0	1	0	2	3	0	0	0	0	0	3	0	0	0	3	0	2	0	0	0	3	0	0	0	0	3	0
404	3	3	3	0	0	0	2	2	0	1	3	1	3	2	2	1	1	0	0	3	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	0	1	0	2	3	0	0	0	0	0	3	0	0	0	3	0	2	0	0	0	3	0	0	0	0	3	0
405	3	3	2	2	0	3	0	0	0	0	3	0	0	2	0	2	2	0	0	0	0	0	0	3	0	0	0	0	3	1	0	1	0	0	0	0	3	1	0	3	3	2	0	0	1	1	1	3	0	0	0	0	0	0	3	0	0	0	3	2	0	3	0	0
406	3	3	3	0	0	0	2	2	0	1	3	1	3	2	2	1	1	0	0	3	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	0	1	0	2	3	0	0	0	0	0	3	0	0	0	3	0	2	0	0	0	3	0	0	0	0	3	0
407	3	3	3	0	0	0	2	2	0	1	3	1	3	2	2	1	1	0	0	3	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	0	1	0	2	3	0	0	0	0	0	3	0	0	0	3	0	2	0	0	0	3	0	0	0	0	3	0
408	3	3	3	0	0	0	3	0	0	1	3	1	3	2	2	1	1	0	0	3	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	0	1	0	2	3	0	0	0	0	0	3	0	0	0	3	0	2	0	0	0	3	0	0	0	0	3	0
409	3	3	3	0	0	0	3	0	0	1	3	1	3	2	2	1	1	0	0	3	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	0	1	0	2	3	0	0	0	0	0	3	0	0	0	3	0	2	0	0	0	3	0	0	0	0	3	0
410	3	3	3	0	0	0	2	2	0	1	3	1	3	2	2	1	1	0	0	3	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	0	1	0	2	3	0	0	0	0	0	3	0	0	0	3	0	2	0	0	0	3	0	0	0	0	3	0
412	2	3	2	0	0	0	3	0	0	1	3	0	2	2	0	0	2	0	0	2	0	0	0	1	0	0	1	1	1	1	1	1	0	0	0	0	3	0	0	0	2	3	0	0	0	0	0	3	0	2	0	1	0	0	0	0	0	3	1	0	0	0	3	0
413	2	3	2	0	0	0	3	0	0	1	3	0	2	2	0	0	2	0	0	2	0	0	0	1	0	0	1	1	1	1	1	1	0	0	0	0	3	0	0	0	2	3	0	0	0	0	0	3	0	2	0	1	0	0	0	0	0	3	1	0	0	0	3	0
414	2	3	2	0	0	0	3	0	0	1	3	0	0	3	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	2	2	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	3	0	0	0	0	3	0
415	2	3	2	0	0	0	3	0	0	1	3	0	0	3	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	2	2	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	3	0	0	0	0	3	0
416	3	3	2	2	0	0	3	0	0	0	3	0	0	0	3	0	0	3	1	0	1	0	0	1	3	0	0	0	3	1	0	1	0	0	0	0	3	1	0	3	3	2	0	0	1	1	1	3	0	0	0	0	0	0	3	0	0	0	3	2	0	3	0	0
417	2	3	2	0	0	0	3	0	0	2	2	0	2	2	0	0	2	0	0	2	0	0	0	1	0	0	1	1	1	1	1	1	0	0	0	0	3	0	0	0	2	2	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	3
418	2	3	2	0	0	0	3	0	0	2	2	0	2	2	0	0	2	0	0	2	0	0	0	1	0	0	1	1	1	1	1	1	0	0	0	0	3	0	0	0	2	2	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	3
419	2	3	2	0	0	0	3	0	0	2	2	0	2	2	0	0	2	0	0	2	0	0	0	1	0	0	1	1	1	1	1	1	0	0	0	0	3	0	0	0	2	2	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	3
420	0	3	2	0	0	0	3	0	0	0	3	0	3	3	3	0	0	0	0	2	0	0	2	0	0	2	0	0	0	0	3	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	3	0	0	0	1	0	2	0	0	0	3	1	0	0	0	3	0
421	0	3	2	0	0	0	3	0	0	0	3	0	3	3	3	0	0	0	0	2	0	0	2	0	0	2	0	0	0	0	3	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	3	0	0	0	1	0	2	0	0	0	3	1	0	0	0	3	0
422	0	3	2	0	0	0	3	0	0	0	3	0	3	3	3	0	0	0	0	2	0	0	2	0	0	2	0	0	0	0	3	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	3	0	0	0	1	0	2	0	0	0	3	1	0	0	0	3	0
423	0	3	2	0	0	0	3	0	0	0	3	0	3	3	3	0	0	0	0	2	0	0	2	0	0	2	0	0	0	0	3	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	3	0	0	0	1	0	2	0	0	0	3	1	0	0	0	3	0
424	1	3	2	0	0	0	0	3	0	0	3	3	2	2	2	0	2	0	0	3	1	3	1	0	0	0	0	0	3	0	0	0	0	0	0	1	2	0	1	0	3	1	0	0	0	0	0	3	0	0	2	2	0	0	0	0	0	2	3	0	0	0	1	2
425	1	3	2	0	0	3	0	0	0	0	3	3	2	2	2	0	2	0	0	2	1	0	3	0	0	0	0	0	3	0	0	0	0	0	0	1	2	0	1	0	3	1	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	2	3	0	0	0	1	2
426	3	3	2	2	0	1	1	3	0	0	3	0	0	2	3	2	1	3	1	0	1	0	0	1	3	0	0	0	3	1	0	1	0	0	0	0	3	1	0	3	3	2	0	0	1	1	1	3	0	0	0	0	0	0	3	0	0	0	3	2	0	3	0	0
427	1	3	2	0	0	3	0	1	0	0	3	3	2	2	2	0	2	0	0	2	1	0	3	0	0	0	0	0	3	0	0	0	0	0	0	1	2	0	1	0	3	1	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	2	3	0	0	0	1	2
